name,type,address,email,phone_number,opening_hours,psychological_help,legal_help,social_help,accommodation,infoline,description,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Zespół Interdyscyplinarny w Stryszawie,GOV,34-205 Stryszawa 17,gopsstryszawa@ug.pl,338767723,"GOPS Stryszawa poniedziałek, środa-piątek: 7:30 - 15:30, wtorek: 8:00 - 16:00,",True,True,True,True,"338742101 
(PCPR Sucha Beskidzka)",,,,,
Urząd Gminy Bolesław,GOV,"ulica Główna 58, 32-329 Bolesław","boleslaw@gminaboleslaw.pl
",32 642 45 01 32 642 40 71 32 642 42 93 32 642 48 41,poniedziałek - piątek 7:00 - 15:00,False,False,True,True,brak,,,,,
"Tarnowski Ośrodek Interwencji Kryzysowej i Wsparcia Osób Doznających
Przemocy Domowej (TOIKiWODPD)",GOV,"ulica Szarych Szeregów 1
 33-101 Tarnów",toikiwop@oik.tarnow.pl,146553636 500583047,całodobowo,True,True,True,True,"146553636 / 
 500583047",,,,,
Gminny Ośrodek Pomocy Społecznejw Łużnej,GOV,"Łużna 1/1
38-322 Łużna",gops@luzna.pl,183543041,"poniedziałek 08.00-16.00, wtorek-piątek 7.00-15.00",True,True,True,True,666370953,,,,,
Gminny Ośrodek Pomocy Społecznej w Miechowie,GOV,"ulica Szpitalna 1
32-200 Miechów",gops@gops.miechow.pl,413821160,poniedziałek - piątek: 7:00 - 15:30,True,True,True,True,brak,,,,,
Miejski i Gminny Ośrodek Pomocy Społecznej w Koszycach,GOV,"ulica Elżbiety Łokietkówny 14
32-130 Koszyce",gops@koszyce.gmina.pl,413514048 wew. 117 413854617 663869558,"poniedziałek 9.00-17.00, wtorek-piątek 7.30-15.30",True,True,True,True,604931160,,,,,
Gminny Ośrodek Pomocy Społecznej w Pcimiu,GOV,32-432 Pcim 1177,gops@pcim.pl,122749102,poniedziałek-piątek 7.30-15.30,True,True,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Spytkowicach,GOV,34-745 Spytkowice 26,"gops@spytkowice.pl
pomocspoleczna@gopsspytkowice.pl",182688486 182688582,poniedziałek-piątek 7.30-15.30,True,True,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Zawoi,GOV,34–222 Zawoja 1580,info@gops-zawoja.pl,338775049 338776660,"poniedziałek-czwartek 7.30-15.30, piątek 7.00-13.00",True,False,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Kamienicy,GOV,"ulica Konopnickiej 12
42-260 Kamienica Polska",ps@kamienicapolska.pl,183323067,poniedziałek-piątek 7.30-15.30,True,True,True,True,brak ,,,,,
Powiatowe Centrum Pomocy Rodzinie w Limanowej,GOV,"ulica Józefa Marka 9
34-600 Limanowa",pcpr@powiat.limanowski.pl,183375826,poniedziałek-piątek 7.15-15.15,True,True,True,True,573782441 / 18333791 / 730677983,,,,,
Gminny Ośrodek Pomocy Społecznej w Słopnicach,GOV,34-615 Słopnice 911,gops@slopnice.pl,183347429 183347433,poniedziałek-piątek 7.30 - 15.30,True,False,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Iwanowicach,GOV,"ulica Ojcowska 11
 32-095 Iwanowice Włościańskie",gops@iwanowice.pl,123884122,"poniedziałek 8.00-17.00, wtorek-czwartek 8.00-16.00, piątek 8.00-15.00",False,True,True,True,brak,,,,,
Ośrodek Pomocy Społecznej w Rabce-Zdroju,GOV,"ulica Parkowa 2
34-700 Rabka-Zdrój",ops@rabka.pl,182679868,"poniedziałek 8.00-17.00, wtorek-czwartek 8.00-16.00, piątek 8.00-15.00",True,False,True,True,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Suchej Beskidzkiej,GOV,"ulica Mickiewicza 19
 34-200 Sucha Beskidzka",mops@sucha-beskidzka.pl,"338742243
338749525","poniedziałek-środa i piątek 7.30-15.30, czwartek 9.00-17.00",True,False,True,True,brak,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Wieliczce,GOV,"ulica Sienkiewicza 26
 32-020 Wieliczka",zespolinterdyscyplinarny@mgopswieliczka.pl,122782140,"poniedziałek: 8.00-17.00, wtorek-piątek: 8.00-16.00",True,True,True,True,brak,,,,,
Urząd Miasta Wadowice,GOV,"plac Jana Pawła II 23
34-100 Wadowice",um@wadowice.pl,"338731811
338731812
338731813
338731814","poniedziałek, środa-piątek 7.00-15.00, wtorek 8.00-16.00",True,True,True,True,794394662,,,,,
Powiatowe Centrum Pomocy Rodzinie w Olkuszu,GOV,"ulica Piłsudskiego 21
 32-300 Olkusz",pcpr@pcpr.olkusz.pl,326413292,poniedziałek - piątek: 7:00-15:00,True,True,True,True,662972298,,,,,
Starostwo Powiatowe w Zakopanem,GOV,"ulica Chramcówki 15
34-500 Zakopane",sekretariat@powiat.tatry.pl,182017100,"poniedziałek 8:00-15:30, wtorek-czwartek 8:00-15:00, piątek 8:00-14:30",True,True,True,True,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Brzesku,GOV,"ulica Mickiewicza 21
 32-800 Brzesko",mops@brzesko.pl,146631583 146522945,poniedziałek-piątek 7:30-15:30,True,True,True,True,146864977,,,,,
Miejski Ośrodek Pomocy Społecznej w Nowym Sączu,GOV,"ulica Grunwaldzka 59A
33-300 Nowy Sącz",mops@nowysacz.pl,"184443623
184443624","poniedziałek 8.00-16.00, wtorek-piątek 7.00-15.00",True,True,True,True,"184490491 / 
184490494",,,,,
Miejski Ośrodek Pomocy Społecznej w Nowym Sączu (Ośrodek Interwencji Kryzysowej),GOV,"ulica Tarnowska 28
33-395 Nowy Sącz",oik.mops@nowysacz.pl,184490494,całodobowo,True,True,True,True,"184490491 / 
184490494",,,,,
Gminny Ośrodek Pomocy Społecznej w Zembrzycach,GOV,34-210 Zembrzyce 540,gops@gopszembrzyce.pl,338746400,"poniedziałek, wtorek, czwartek 7.00-15.00, środa 7.00-16.00, piątek 7.00-14.00",True,False,True,True,brak,,,,,
Ośrodek Interwencji Kryzysowej w Krakowie,GOV,"ulica Radziwiłłowska 8b
31-026 Kraków",sekretariat@oik.krakow.pl,124218242,poniedziałek - piątek 7:30 - 15:30,True,True,True,True,12 421 92 82,,,,,
Miejsko Gminny Ośrodek Pomocy Społecznej w Skale,GOV,"ulica Szkolna 4, 32-043 Skała",mgops@skala.pl,12 445 95 79,poniedziałek 8:00 - 16:00 wtorek - piątek 7:30 - 15:30,True,True,True,True,531 587 261,,,,,
Miejski Ośrodek Pomocy Społecznej w Limanowej,GOV,"ulica Kilińskiego 11 
34-600 Limanowa",sekretariat@mops.wlimanowej.pl,183371310 183374311,poniedziałek-piątek 7.30-15.30,True,True,True,True,183371310,,,,,
Ośrodek Pomocy Społecznej w Zatorze,GOV,"Palimąki 2
 32-640 Zator",ops@zatorops.pl,338412217,poniedziałek - piątek: 7:30 - 15:30,True,True,True,True,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Krakowie,GOV,"aleja Słowackiego 20
 30-037 Kraków",pcpr@powiat.krakow.pl,123979564,"poniedziałki 9.00−17.00, wtorek-piątek 7.30−15.30",True,True,True,True,12 421 92 82,,,,,
Powiatowe Centrum Pomocy Rodzinie w Brzesku (Ośrodek Interwencji Kryzysowej),GOV,"ulica Piastowska 2b
32-800 Brzesko",kierownikoik@pcprbrzesko.pl,146630031,poniedziałek-piątek 8.00-16.00,True,True,True,True,534 706 935,,,,,
Ośrodek Interwencji Kryzysowej w Bochni,GOV,"ulica Karolina 14 D, 32-700 Bochnia",oik.bochnia@op.pl,14 611 28 92 500 044 645,całodobowo,True,True,True,True,14 611 28 92 / 500 044 645,,,,,
Ośrodek Interwencji Kryzysowej w Wadowicach,GOV,"ulica E. i K. Wojtyłów 16 
34-100 Wadowice",sekretariat@oikwadowice.pl,338731001,poniedziałek-piątek: 8:00-20:00,True,True,True,True,338731001,,,,,
Urząd Miasta Kraków,GOV,"plac Wszystkich Świętych 3-4
 31-004 Kraków",umk@um.krakow.pl,126165555,poniedziałek-piątek 7.40-18.00,True,True,True,True,"12 42 19 282 /
12 413 71 33",,,,,
Gminny Ośrodek Pomocy Społecznej w Charsznicy,GOV,"ulica Kolejowa 22
32-250 Charsznica",gops@charsznica.pl,413836003,poniedziałek-piątek 8.00-16.00,True,True,False,True,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Nowym Sączu,GOV,"ulica Jana Kilińskiego 72A
33-300 Nowy Sącz",pk@pcpr-ns.pl,184438251,"poniedziałek 8.00-16.00, wtorek-piątek 7.30-15.30",True,True,False,True,184477925,,,,,
Powiatowy Ośrodek Interwencji Kryzysowej w Chrzanowie,GOV,"ulica Marii Skłodowskiej-Curie 10/3
32-500 Chrzanów","poik.chrzanow@wp.pl
interwencja.poik@gmail.com",326467188 wewnętrzny 31,7.00-22.00 cały tydzień,True,True,False,True,326467185,,,,,
Starostwo Powiatowe  w Dąbrowie Tarnowskiej,GOV,"ulica Berka Joselewicza 5
33-200 Dąbrowa Tarnowska",sekretariat@powiatdabrowski.pl,146422431,"poniedziałek 8.00-16.00, wtorek-piątek 7.30-15.30",True,True,False,True,brak,,,,,
Gorlicki Ośrodek Interwencji Kryzysowej ,GOV,"ulica Słoneczna 7
38-300 Gorlice",goik@gorlice.pcpr.pl,"183525101
511469305",całodobowo,True,True,False,True," 183525101 /
  511469305",,,,,
Powiatowe Centrum Pomocy Rodzinie w Wieliczce (Ośrodek Interwencji Kryzysowej),GOV,"ulica Niepołomska 26 G
 32-020 Wieliczka",sekretariat@pcpr-wieliczka.pl,122880220,poniedziałek 7:30 - 17:00 wtorek - piątek 7:30 - 15:30,True,True,False,True,730 201 771                                    12 278 20 00,,,,,
Powiatowe Centrum Pomocy Rodzinie w Dąbrowie Tarnowskiej,GOV,"ulica Szpitalna 1, 33-200 Dąbrowa Tarnowska",pcpr@pcprdt.pl,14 642 44 15,poniedziałek 8:00 - 16:00 wtorek - piątek 7:30 - 15:30,True,True,False,True,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Oświęcimiu,GOV,"ulica Bema 4, 32-600 Oświęcim",pcpr@powiat.oswiecim.pl                         oik@pcproswiecim.pl,"PCPR 33 842 23 29 33 842 42 27 OIK 33 476 01 03
510 374 573","poniedziałek, środa, czwartek 7:00 - 15:00, wtorek 7:00 - 16:00, piątek 7:00 - 14:00",True,True,False,True,brak,,,,,
Ośrodek Interwencji Kryzysowej i Poradnictwa w Myślenicach,GOV,"ulica Kazimierza Wielkiego 5
  32-400 Myślenice",kontakt@interwencjamyslenicki.pl,510132396 506318838 514096584,poniedziałek-piątek 7:30-15:30,False,True,False,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Wojniczu,GOV,"Krzywa 16
 32-830 Wojnicz",gops@wojnicz.pl,146790030,poniedziałek - piątek: 7:30 - 15:30,False,True,True,True,brak,,,,,
Miejski Ośrodek Pomocy Społecznej i Wsparcia Rodziny w Dąbrowie Tarnowskiej,GOV,"ulica Kościuszki 15A
33-200 Dąbrowa Tarnowska",sekretariat@mopsiwr.pl,146578383 571336500,"poniedziałek 8.00-16.00, wtorek-piątek 7.30-15.30",True,True,True,True,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Proszowicach,GOV,"ulica 3 Maja 72
32-100 Proszowice",pcpr@pcpr.proszowice.pl,123862960 517847661,poniedziałek-piątek 7.30 - 15.30,True,False,True,True,604931160,,,,,
Urząd Gminy Kamionka Wielka,GOV,33-334 Kamionka Wielka 5,gmina@kamionkawielka.pl,"184456013
184456017
184456018
184456096","poniedziałek 8.00-17.00, wtorek - piątek 7.30-15.30",True,True,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Czorsztynie,GOV,"ulica Gorczańska 3
34-436 Maniowy",maniowy@gops.czorsztyn.pl,182750883,"poniedziałek 9.00-17.00, wtorek-piątek 7.30-15.30",True,False,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Lipinkach,GOV,38-305 Lipinki 44,gops@gops.gminalipinki.pl,13 447 78 92,poniedziałek - piątek 7:00 - 15:00,True,True,True,True,601 610 031,,,,,
Gminny Ośrodek Pomocy Społecznej w Sękowej,GOV,"Sękowa 252
38-307 Sękowa",gopssekowa@sekowa.pl,18351810,"poniedziałki 7.30 -16.30, wtorek-czwartek 7.30 -15.30, piątki 7.30 -14.30",False,False,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Radziemicach,GOV,"Radziemice 74
32-107 Radziemice",m.piatek@radziemice.gmina.pl,123856244,poniedziałek-piątek 7.30 - 15.30,True,True,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Nawojowej,GOV,"ulica Ogrodowa 2
33-335 Nawojowa",gops_nawojowa@op.pl,184457914,"poniedziałek 8.00-16.00, wtorek - piątek 7.30-15.30",True,True,False,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Dobrej,GOV,34-642 Dobra 38,ops@gminadobra.pl,"183330060
798186214","poniedziałek 8:00-16:00 , wtorek-piątek 7:15-15:15",True,True,True,False,183330060 wew. 31/32 ,,,,,
Ośrodek Pomocy Społecznej  w Poroninie,GOV,"ulica Piłsudskiego 15
34-520 Poronin","ops.poronin@pro.onet.pl
ops@poronin.pl",182074005 182001404,wtorek-piątek 7:30-15:30,True,True,True,True,brak,,,,,
Urząd Miasta Nowy Sącz,GOV,"ulica Rynek 1
33-300 Nowy Sącz","urzad@nowysacz.pl
wzo@nowysacz.pl","184435308
184486500","poniedziałek 9.00-17.00, wtorek-piątek 7.30-15.30",False,True,True,False,brak,,,,,
Centrum Usług Społecznych w Skawinie,GOV,"ulica Żwirki i Wigury 13
32-050 Skawina",mgops@skawina.net,"122762137
500378955","poniedziałek 8.00-17.00 , wtorek-czwartek 7.30-15.30 , piątek 7.30-14.30",True,True,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Babicach,GOV,"ulica Krakowska 56
 32-551 Babice","gkrpa@babice.pl
ops@babice.pl",326134050,"poniedziałek 7.00-16.00, wtorek-czwartek 7.00-15.30, piątek 7.00-14.00",True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Lipnicy Murowanej,GOV,"Lipnica Dolna 25
32-724 Lipnica Murowana",gops@lipnicamurowana.pl,146852330,poniedziałek-piątek 7.30-15.30,True,False,True,False,"146852330 /
 146852350 ",,,,,
Ośrodek Pomocy Społecznej w Andrychowie,GOV,"ulica Starowiejska 22 B
34-120 Andrychów",ops@opsandrychow.pl,338753300,poniedziałek-piątek 7.00-15.00,True,False,True,False," 338753300 /
 338437777",,,,,
Miejski Ośrodek Pomocy Społecznej w Chełmku,GOV,"ulica Staicha 1
 32-660 Chełmek",mops@chelmek.pl,338461339,,True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Jerzmanowicach-Przeginii,GOV,"ulica Rajska 22
 32-048 Jerzmanowice",gops@jerzmanowice-przeginia.pl,123895071 534878079,"poniedziałek 7:30 - 17:00, wtorek-piątek: 7:30 - 15:30",True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Limanowej,GOV,"ulica Matki Boskiej Bolesnej 18 B
34-600 Limanowa",gops@gminalimanowa.pl,183373657 183374781,"poniedziałek-środa, piątek 7.30-15.30, czwartek 7.30-18.00",True,False,True,False,183373657,,,,,
Miejsko Gminny Ośrodek Pomocy Społecznej w Szczawnicy,GOV,"ulica Szalaya 103
34-460 Szczawnica",szczawnica@mgops.org,182621066,"poniedziałek 9.00-17.00 , wtorek-piątek 7.30-15.30",True,False,True,False,brak ,,,,,
Gminny Ośrodek Pomocy Społecznej w Moszczenicy,GOV,"ulica Samorządowa 2 
38-321 Moszczenica",gops@gopsmoszczenica.eu,183541240 515850720,poniedziałek-piątek 7.30 - 15.30,True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Trzyciążu,GOV,"ulica Leśna 4
 32-353 Trzyciąż",gops.trzyciaz@interia.pl,123894001,"poniedziałek 8.00-16.00, wtorek-piątek 7.30-15.30",False,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Kłaju,GOV,32-015 Kłaj 652, biuro@gopsklaj.pl,122841566,"poniedziałek 8.30-16.30, wtorek-piątki 7.00-15.00",True,False,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Tuchowie,GOV,"ulica Jana Pawła II 4 (I piętro)
33-170 Tuchów","sekretariat@ops.tuchow.pl
przemoc.zi@ops.tuchow.pl",146525489,poniedziałek-piątek 7.00-15.30,True,True,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Kościelisku,GOV,"ulica Nędzy-Kubińca 101
34-511 Kościelisko", gops@gminakoscielisko.pl,182023400,"poniedziałek 9.00-17.00, wtorek-piątek 8.00-16.00",True,True,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Nowym Wiśniczu,GOV,"Rynek 16
 32-720 Nowy Wiśnicz",biuro@mops-wisnicz.pl,146128307,poniedziałek - piątek 7:00 - 15:00,True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Krzeszowicach,GOV,"ulica Krakowska 11 
32-065 Krzeszowice",sekretariat@gopskrzeszowice.pl,122583080,"poniedziałek 7:30 - 17:00, wtorek - czwartek 7:30 - 15:30, piątek 7:30 - 14:00",True,True,True,False,brak,,,,,
Urząd Miasta Zakopane,GOV,"ulica Kościuszki 13, 34-500 Zakopane",office@zakopane.eu,18 202 04 00,"poniedziałek 10:00 - 16:00, wtorek, czwartek, piątek 9:00 - 14:00, środa 9:00 - 12:00",True,False,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Lipnicy Wielkiej,GOV,34-483 Lipnica Wielka 518,ops@lipnicawielka.pl,18 26 349 90 18 26 348 08,poniedziałek 8:30 - 16:30 wtorek - piątek 7:30 - 15:30,True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Rzepienniku Strzyżewskim,GOV,33-163 Rzepiennik Strzyżewski 400,gops@rzepiennik.pl,146535519,poniedziałek-piątek 7.30 - 15.30,True,True,True,False,brak,,,,,
Urząd Gminy Przeciszów,GOV,"ulica Podlesie 1 
32-641 Przeciszów",gmina@przeciszow.pl,338413294,"poniedziałek, środa, czwartek 7.00-15.00, wtorek 7.00-16.00, piątek 7.00-14.00",False,False,True,False,brak,,,,,
Urząd Gminy Polanka Wielka,GOV,"ulica Długa 61 
32-607 Polanka Wielka",gmina@polanka-wielka.pl,338488008 338488277,"poniedziałek, wtorek, czwartek 7.00-15.00, środa 7.00-16.00, piątek 7.00-14.00",False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Zabierzowie,GOV,"ulica Cmentarna 2
32-080 Zabierzów",sekretariat@gopszabierzow.pl,"122851413
123975244",poniedziałek - piątek 7:00 - 16:00,True,False,True,False,brak,,,,,
Urząd Gminy Wieprz,GOV,"ulica Centralna 5, 34-122 Wieprz",sekretariat@wieprz.pl,33 875 51 18 33 875 51 23,"poniedziałek, środa, czwartek 7:00 - 15:00, wtorek 7:00 - 17:00, piątek 7:00 – 13:00",False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Igołomi - Wawrzeńczycach,GOV,32 - 125 Wawrzeńczyce 57, gops@igwa.pl,12 287 40 03,"poniedziałek 8:00 – 17:00, wtorek - czwartek 7:00 – 15:00, piątek 7:00 - 14:00",False,True,True,False,12 287 40 03 ,,,,,
Gminny Ośrodek Pomocy Społecznej w Laskowej,GOV,"Laskowa 643 
34-602 Laskowa",gops@laskowa.pl,"183333025
183378804",poniedziałek-piątek 7.30 - 15.30,True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Czarnym Dunajcu,GOV,"ulica Kamieniec Dolny 55
34-470 Czarny Dunajec",gops@czarny-dunajec.pl,185447289,"poniedziałek 8.00-17.00, wtorek - piątek 7.30-15.30",True,False,True,False,185447285,,,,,
Urząd Miasta Gorlice,GOV,"Rynek 2
 38-300 Gorlice",um@um.gorlice.pl,183536200,poniedziałek-piątek 7.30 - 15.30,False,True,True,False,brak,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Radłowie,GOV,"Brzeska 9 
33-130 Radłów","ops@gminaradlow.pl
ops.radlow@op.pl",34 359 90 31,poniedziałek-piątek 7.30 - 15.30,True,True,True,False,brak,,,,,
Urząd Gminy Tarnów,GOV,"ulica Krakowska 19 
33-100 Tarnów", urzad@gmina.tarnow.pl,146880101,"poniedziałek: 8.30-16.30, wtorek-piątek: 7.30-15.30",True,True,True,False,146880150 do 55,,,,,
Gminny Ośrodek Pomocy Społecznej w Grybowie,GOV,"ulica Jakubowskiego 33
33-330 Grybów",gops@gminagrybow.pl,184484240,poniedziałek-piątek 7.15-15.15,True,True,True,False,brak,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Proszowicach,GOV,"ulica 3 Maja 72
32-100 Proszowice",mgops@proszowice.pl,123862212,poniedziałek-piątek 8.00-16.00,True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Drwinie,GOV,32-709 Drwinia 57,gops@drwinia.pl,"122817153
122817154","poniedziałek 9.00-17.00, wtorek-piątek 8.00-16.00",True,True,True,False,brak,,,,,
Centrum Usług Społecznych w Myślenicach,GOV,"ulica Słowackiego 82
32-400 Myślenice",sekretariat@cusmyslenice.pl,. 122721998 122743321,"poniedziałek 7.00-16.00, wtorek-piątek 7.00-15.00",True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Lanckoronie,GOV,"ulica 3 Maja 11
34-143 Lanckorona", gops@opslanckorona.pl,"338763591
338763699
506929657","poniedziałek 7.30-17.00, wtorek-piątek 7.30-15.30",False,False,True,False,506929657,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Bieczu,GOV,"ulica Binarowska 5
 38-340 Biecz",sekretariat@mgopsbiecz.pl,134470041,poniedziałek-piątek 7.00-15.00,True,True,True,False,brak,,,,,
Urząd Miasta Trzebinia,GOV,"ulica Marszałka Piłsudskiego 14
 32-540 Trzebinia",urzad@um.trzebinia.pl,326121227,"poniedziałek, środa, czwartek 7.00-15.00, wtorek 7.00-17.00, piątek 7.00-13.00",True,True,True,False,nie,,,,,
Gminny Ośrodek Pomocy Społecznej w Szaflarach,GOV,"ulica Zakopiańska 18
 34-424 Szaflary",gops@szaflary.pl,182612329,"poniedziałek 8:00-17:00, wtorek-czwartek 8:00-16:00, piątek 8:00-15:00",True,True,True,False,182612329,,,,,
Urząd Gminy Mszana Dolna,GOV,"ulica Spadochroniarzy 6
34-730 Mszana Dolna",gmina@mszana.pl,"183310009
183310223","poniedziałek-środa 7.30-15.30, czwartek 10.00-18.00, piątek 7.00-15.00",True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Bochni,GOV,"ulica Kazimierza Wielkiego 26
32-700 Bochnia",biuro@gops-bochnia.pl,146116776 575717506,"poniedziałek 8.00-16.00, wtorek-piątek 7.30-15.30",True,True,True,False,146116776,,,,,
Gminny Ośrodek Pomocy Społecznej w Wiśniowej,GOV,"Wiśniowa 441
32-412 Wiśniowa",gops@wisniowa.malopolska.pl,172775049,"poniedziałek 8:30-16:30, wtorek-piątek 7:30-15:30",True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Żegocinie,GOV,32-731 Żegocina 316,gops@zegocina.pl,146132002,"poniedziałek 7.30-16.30, wtorek-czwartek 7.30-15.30, piątek 7.30-14.30",True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Bolesławiu (Punkt Informacyjno - Konsultacyjny dla Osób Uzależnionych i Ofiar Przemocy w Rodzinie),GOV,"ulica Główna 46
32-329 Bolesław",gops@gminaboleslaw.pl,326424034 326200126,poniedziałek-piątek 7.00-15.00,True,True,True,False,brak,,,,,
Urząd Gminy Ochotnica Dolna,GOV,"os. Dłubacze 160
34-452 Ochotnica Dolna",gmina@ochotnica.pl,182620910,"poniedziałek 8.00-18.00, wtorek-czwartek 8.00-16.00, piątek 8.00-14.00",True,True,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej Wolbromiu,GOV,"ulica Skalska 20
32-340 Wolbrom",sekretariat@mops.wolbrom.pl,"326441075
326441076","poniedziałek 8.00-16.00, wtorek-piątek 7.00-15.00",True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Łapanowie,GOV,32-740 Łapanów 34,gops@lapanow.pl,146853904,poniedziałek-piątek 7.30-15.30,True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Tokarni,GOV,32-436 Tokarnia 380,gops@gopstokarnia.pl,123728239,"poniedziałek 7.30-17.00, wtorek-czwartek 7.30-15.30, piątek 7.00-14.00",False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Stryszowie,GOV,34-146 Stryszów 557,sekretariat@gopsstryszow.pl,338797150 577517582,poniedziałek-piątek 7:30-15:30,True,False,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Mszanie Dolnej,GOV,"ulica Piłsudskiego 58
34-730 Mszana Dolna",mops@mops.mszana-dolna.pl,183310084,"poniedziałek-piątek 7.30 - 15.30, środa - dzień wewnętrzny",True,True,True,False,brak,,,,,
